resource_code,name,type,category,unit,price_avg,price_min,price_max,price_median,price_variants,currency,avg_cost_per_use,avg_qty_per_use,usage_count,used_in_work_items,parent_category,parent_collection,parent_department,parent_section,rec_rev
KAVO-TO-KASA-KAPU,अग्निरोधक कट,Abstract Material,General,मी²,256597.7,253652.02,286054.47,253652.02,2,INR,469204.21,1.8382,11,11,निर्माण कार्य,फिनिशिंग कार्य,आवरण कार्य,बाहरी आवरण fasadों,b314c7dd24cf
MERI-ME-KARI-KATO,रोलिंग सामग्री बिटुमिनस-पॉलीमर छत और जलरोधक आत्म-चिपकने वाला,Abstract Material,General,मी²,328.54,328.54,328.54,328.54,1,INR,61118.52,186.0309,11,11,निर्माण कार्य,छत,छतें,जलरोधक उपकरण,ce309ccb8ad7
DXME-RIME-KADX_KAKAME,"इलेक्ट्रिक हिटिंग हैमर, पावर 0.4 कVt",Equipment,General,मशीन-च,4.51,4.51,4.51,4.51,1,INR,285.52,63.3291,11,11,उपकरणों की स्थापना,लिफ्ट और परिवहन उपकरण,उठाने-परिवहन यंत्रों की अविराम क्रिया,धातुकर्म पुल क्रेन,1ba23719e999
RITO-TO-KANE-KASA_KAKAKASA,"स्टील की वेल्डेड अनकोटेड पाइपें, पानी-गैस पाइपलाइन के लिए, थ्रेडेड, सामान्य, नामांकित व्यास 40 मिमी, दीवार की मोटाई 3.5 मिमी।",Material,General,म,182.15,182.15,182.15,182.15,1,INR,595.79,3.2709,11,11,निर्माण कार्य,भूमि कार्य,"अन्य प्रकार के खुदाई कार्य, तैयारी, सहायक और सुदृढीकरण कार्य",जल स्तर में कमी,680fa1b0b7d9
DXME-KALI-KARI_KAMEPU,"कंक्रीट पंप, उत्पादन क्षमता 170 मी3/घंटा",Equipment,General,मशीन-च,4097.3,4097.3,4097.3,4097.3,1,INR,234212.56,57.1627,11,11,निर्माण कार्य,ठोस और प्री-कास्ट कंक्रीट संरचनाएं,परमाणु विद्युत संयंत्रों की संरचनाएँ,एटमी ऊर्जा संयंत्रों की इमारतों और संरचनाओं की दीवारों की संरचना जिसमें वीवीईआर ,f1a9a80d0d49
KAME-LI-MESA-MEPU_KATOKAME,"स्टील के स्व-छिद्रण स्क्रू, गोल सिर और क्रॉस स्लॉट के साथ, नुकीले, व्यास 4.8 मिमी, लंबाई 70 मिमी",Material,General,100 पीस,381.43,381.43,381.43,381.43,1,INR,1009.44,2.6455,11,11,निर्माण कार्य,छत,छतें,तैयार आधार पर पीवीसी मेम्ब्रेन से एकल परत की फ्लैट छत की स्थापना और जोड़ों की वे,2508a31f7854
KAME-LI-KALI-KAPU_KAKAKATO,पॉलिविनाइल एसीटेट डिस्पर्सन (इमल्शन) होमोपॉलिमर ग्रॉस-डिस्पर्स,Material,General,ट,122985.03,122985.03,122985.03,122985.03,1,INR,2649.77,0.0367,11,11,निर्माण कार्य,फिनिशिंग कार्य,आवरण कार्य,प्राकृतिक पत्थर और रेखीय आकार के पत्थरों से सतहों की सजावट,34994727e8dc
MEME-TO-KATO-MENE,संवहनीय सामग्री,Abstract Material,General,म,98.67,25.27,294.41,25.27,2,INR,29441.23,100.0,11,11,निर्माण कार्य,ठोस और प्री-कास्ट कंक्रीट संरचनाएं,अन्य कार्य,कंपोजिट कंक्रीट संरचनाओं के निर्माण में reinforcement उत्पादों की स्थापना,fecdbcbfe60e
DXME-MEVO-KARI_KAKARI,बिजली: खपत 36.3 कVt·घंटा/मशीन-घंटा,Electricity,Electricity,मशीन-च,161.39,161.39,161.39,161.39,1,INR,613.71,3.8027,11,11,निर्माण कार्य,"पाइल कार्य, गहरे कुएं, मिट्टी को स्थिर करना",पाइल कार्य,ज़मीन से किए जाने वाले पाइल कार्य,1d8c2fd6444a
DXME-RIKA-MEME_KAMERI,संसाधन_नामकरण||972,Equipment,General,मशीन-च,26.83,26.83,26.83,26.83,1,INR,78.51,2.9264,11,11,निर्माण कार्य,"पाइल कार्य, गहरे कुएं, मिट्टी को स्थिर करना",पाइल कार्य,नदी की परिस्थितियों में तैरते उपकरणों से किए जाने वाले पाइल कार्य,6c8757db46d0
DXME-MEVO-KARI_KAKARI,"एयर कंप्रेसर स्टेशन, दबाव 981 कPa (10 एट), उत्पादन 20 मी³/मिनट",Equipment,General,मशीन-च,286.33,286.33,286.33,286.33,1,INR,1088.82,3.8027,11,11,निर्माण कार्य,"पाइल कार्य, गहरे कुएं, मिट्टी को स्थिर करना",पाइल कार्य,ज़मीन से किए जाने वाले पाइल कार्य,58e694074bc1
MEPU-SA-KAPU-KAME,"पॉलिमर मस्तिका, जलरोधक, संक्षारण-रोधी, जैव-प्रतिरोधी, ब्यूटिल रबर के आधार पर",Abstract Material,General,किलोग्राम,165.37,146.11,167.3,167.3,2,INR,13447.79,80.3845,11,11,निर्माण कार्य,ईंट और ब्लॉक की संरचनाएं,"बुटोव पत्थर की संरचनाएँ, जलरोधकता और नींव के लिए आधार","दीवारों, नींवों की जलरोधकता",3f2aac33ce32
RIKA-RI-MEKA-KATO_KAKAKAPU,"तांबे के केबल कनेक्टर, तार का क्रॉस-सेक्शन 16 मिमी2, छिद्र का व्यास 8 मिमी",Material,General,100 पीस,1671.33,1671.33,1671.33,1671.33,1,INR,106.51,0.0636,11,11,निर्माण कार्य,मुख्य और औद्योगिक पाइपलाइन,पाइपलाइनों के लिए इलेक्ट्रोकेमिकल सुरक्षा का निर्माण,नियंत्रण और मापन बिंदु (केआईपी) की स्थापना,d2f59b4cc307
KAME-LI-MESA-KALI_MEKASANE,"स्टील ड्यूबेल-नाखून जस्ती, नट के साथ, व्यास 4.5 मिमी, लंबाई 30-60 मिमी",Material,General,ट,245874.01,245874.01,245874.01,245874.01,1,INR,929.85,0.01,11,11,निर्माण कार्य,ठोस और प्री-कास्ट कंक्रीट संरचनाएं,अन्य कार्य,प्रोफाइल संरचनाओं से विकृति जोड़ों की स्थापना प्रणाली का निर्माण,3ec1552bc8e9
KALI-TO-KARI-KATO,संसाधन_नामकरण||5739,Abstract Material,General,घन मीटर,240976.59,240976.59,240976.59,240976.59,1,INR,9783649.55,40.6,11,11,निर्माण कार्य,पुल और पाइप,रेलवे पुलों के लिए प्रीफैब कंक्रीट स्पैन संरचनाएँ,सड़क पुलों की प्रीफैब संरचनाएँ,32071db46980
DXME-KANE-KATO_KALIME,"लिफ्टिंग स्टेशनों, लोडिंग क्षमता 0.5 टन तक",Equipment,General,मशीन-च,0.8,0.8,0.8,0.8,1,INR,7.28,9.0609,11,11,निर्माण कार्य,औद्योगिक भट्टियाँ और पाइप,औद्योगिक चिमनियों का निर्माण,ईंटों की औद्योगिक पाइपों के स्तंभों की बिछाई,621a1f62b0fa
DXME-KASA-MEPU_KAMEME,बिजली: खपत 0.5 किलowatt·घंटा/मशीन-घंटा,Electricity,Electricity,मशीन-च,2.2,2.2,2.2,2.2,1,INR,19.98,9.0609,11,11,निर्माण कार्य,औद्योगिक भट्टियाँ और पाइप,औद्योगिक चिमनियों का निर्माण,ईंटों की औद्योगिक पाइपों के स्तंभों की बिछाई,9b404840eec3
DXME-KASA-MEPU_KAMEME,"क्रेन-उकोसिन, लोडिंग क्षमता 0.5 टन",Equipment,General,मशीन-च,22.78,22.78,22.78,22.78,1,INR,206.38,9.0609,11,11,निर्माण कार्य,औद्योगिक भट्टियाँ और पाइप,औद्योगिक चिमनियों का निर्माण,ईंटों की औद्योगिक पाइपों के स्तंभों की बिछाई,6cf75fea3ade
DXME-MELI-KAPU_RIRIRI,मोबाइल जनरेटर से काम करते समय 600-800 मिमी व्यास की पाइपों के लिए स्वचालित वेल्डिंग के लिए फील्ड इंस्टॉलेशन,Equipment,General,मशीन-च,1859.28,1859.28,1859.28,1859.28,1,INR,27652.62,14.8727,11,11,निर्माण कार्य,मुख्य और औद्योगिक पाइपलाइन,पाइपों का खंडों में असेंबली और वेल्डिंग पाइप वेल्डिंग बेस पर,LST-PAU प्रकार के आधार पर पाइपों की वेल्डिंग,9293cad34576
KAME-LI-KALI-MEDX_KAKAMEME,धोने वाला पदार्थ (घोल),Material,General,ल,177.08,177.08,177.08,177.08,1,INR,626.62,3.5391,11,11,निर्माण कार्य,निर्माण धातु संरचनाएं,भवन और संरचनाओं की घेरने वाली संरचनाएँ,"खिड़की के ब्लॉक, विट्राज, शोकेस, दरवाजे, गेट",186943d76bcd
KAVO-ME-KARI-KANE_KAKAPUTO,"भारी गोल लोहे का ढक्कन, नामांकित लोड 250 कएन, लिड का व्यास 600 मिमी",Material,General,"sht का हिंदी में अनुवाद ""sht"" है।",7724.35,7724.35,7724.35,7724.35,1,INR,7724.35,1.0,11,11,निर्माण कार्य,हीटिंग और गैस पाइपलाइन - बाहरी नेटवर्क,शहरों और बस्तियों के गैस पाइपलाइन,शहरों और बस्तियों की गैस पाइपलाइनों की इलेक्ट्रोकेमिकल सुरक्षा,5d163c3220c6
KAVO-TO-KATO-KASA,"जस्ती लोहे की तार, विभिन्न उद्देश्यों के लिए, 2.5 मिमी व्यास",Abstract Material,General,किलोग्राम,71043.7,69616.53,71186.42,71186.42,2,INR,39650.83,0.557,11,11,निर्माण कार्य,मुख्य और औद्योगिक पाइपलाइन,पाइपलाइनों की बैलास्टिंग,500-1400 मिमी के शर्तीय व्यास वाले पाइपलाइनों का स्थायी एंकरिंग उपकरणों के साथ,052ed25a18b0
KADX-RI-KATO-KAME,पैनल को माउंट करने के लिए एल्यूमीनियम प्रोफाइल,Abstract Material,General,"sht का हिंदी में अनुवाद ""sht"" है।",414.14,293.34,559.1,293.34,2,INR,34571.17,61.8333,11,10,निर्माण कार्य,ठोस और प्री-कास्ट कंक्रीट संरचनाएं,सीमेंट-चिप बोर्ड के साथ निर्माण,लकड़ी के ढांचे पर विभाजन,976f4de4066e
RITO-ME-KARI-KANE_KAMEKAME,"प्लास्टिक टाई, चौड़ाई 10 मिमी, लंबाई 300 मिमी",Material,General,100 पीस,1029.46,1029.46,1029.46,1029.46,1,INR,525.58,0.51,11,11,उपकरणों की स्थापना,तकनीकी पाइपलाइन,ट्यूब पाइपिंग स्वचालन प्रणालियाँ,कार्बन और निम्न-लेगिरोवानी स्टील की पाइपों से बने पाइपलाइन,cb1ba3d85a9f
MEPU-PU-KAPU-KADX_KAKAMEKA,"इमल्शन KhV-110, रंगीन",Material,General,ट,163289.72,163289.72,163289.72,163289.72,1,INR,14002.84,0.0864,11,11,उपकरणों की स्थापना,तकनीकी पाइपलाइन,तकनीकी कार्यशाला पाइपलाइन,लेगिरोवानी और उच्चलेगिरोवानी स्टील की पाइपों से बने पाइपलाइन,8d19651cc6e3
KAME-LI-KALI-RIDX_KAKAKAME,एल्युमिनियम फिल्म,Material,General,किलोग्राम,739.84,739.84,739.84,739.84,1,INR,1853.65,2.5055,11,11,उपकरणों की स्थापना,तकनीकी पाइपलाइन,तकनीकी कार्यशाला पाइपलाइन,लेगिरोवानी और उच्चलेगिरोवानी स्टील की पाइपों से बने पाइपलाइन,52add56cf440
DXME-KADX-METO_KAMEME,"रेल वेल्डिंग मशीनें, थर्मल प्रोसेसिंग और वेल्डेड जोड़ों की ग्राइंडिंग के लिए उपकरण के साथ",Equipment,General,मशीन-च,33498.85,33498.85,33498.85,33498.85,1,INR,93888.13,2.8027,11,11,निर्माण कार्य,रेलवे,1520 मिमी गेज रेलवे की ऊपरी संरचना,बेस्स्टीकोवो पुटी का उपकरण,82c9efd3644e
DXME-RIME-MELI_KAMEME,"250 मिमी तक के व्यास वाली पाइपों के बिना खाई के प्रतिस्थापन के लिए पनविनाशक, चलने वाले कंप्रेसर सेटअप से काम करते हुए",Equipment,General,मशीन-च,81.7,81.7,81.7,81.7,1,INR,7136.95,87.3573,11,11,मरम्मत-निर्माण कार्य,बाहरी इंजीनियरिंग नेटवर्क,बाहरी जलापूर्ति नेटवर्क का पुनर्निर्माण और मरम्मत बिना खाई के तरीकों से,पुरानी पाइप को पनवमप्रोबायनिका की मदद से नष्ट करना और उसकी जगह नई पॉलीथीन पाइप ड,1f922cfae460
KARI-RI-KAPU-KAME_KAKAKATO,बालास्ट रेत,Material,General,घन मीटर,1062.03,1062.03,1062.03,1062.03,1,INR,12645.87,11.9073,11,11,निर्माण कार्य,भूमि कार्य,"अन्य प्रकार के खुदाई कार्य, तैयारी, सहायक और सुदृढीकरण कार्य",हाथ से मिट्टी का विकास,18c6e55bdaba
RITO-TO-KATO-KARI_KAKALIDX,"स्टील की बिना जोड़ों की गर्म-परिवर्तित पाइपें, जिनका किनारा काटा गया है, स्टील के ब्रांड 10, 20, 35 से, बाहरी व्यास 108 मिमी, दीवार की मोटाई 6 मिमी।",Material,General,म,1704.84,1704.84,1704.84,1704.84,1,INR,30935.15,18.1455,11,11,निर्माण कार्य,मुख्य और औद्योगिक पाइपलाइन,पाइपलाइनों की सफाई और परीक्षण,100-1400 मिमी की शर्तीय व्यास वाली पाइपलाइनों का प्रारंभिक हाइड्रोलिक परीक्षण,7377b0bf6cf0
MEPU-SA-KANE-KATO_KAKAKAME,पास्ता वीएनआईआई एनपी-232,Material,General,किलोग्राम,3140.03,3140.03,3140.03,3140.03,1,INR,14632.15,5.126,11,11,निर्माण कार्य,ठोस और प्री-कास्ट कंक्रीट संरचनाएं,परमाणु विद्युत संयंत्रों की संरचनाएँ,रिएक्टर भवन की सुरक्षा आवरण प्रणाली के पूर्व-तनावित आर्मेचर की स्थापना,cb2080bbb41e
MEME-RI-KAPU-KANE_KAKAMERI,"प्लास्टरिंग स्लेट, लंबाई 1000 मिमी, चौड़ाई 19-22 मिमी, मोटाई 3-4 मिमी",Material,General,1000 पीस,6681.96,6681.96,6681.96,6681.96,1,INR,7532.38,1.1273,11,11,निर्माण कार्य,ग्रामीण निर्माण में संरचनाएं,पशुपालन भवन,व्यक्तिगत मैनुअल वाल्व खोलने के साथ निकासी वेंटिलेशन शाफ्ट का निर्माण,e82becb110fd
KAME-VO-KAME-KANE_KAKAKANE,"कांच के फाइबर से बनी सुदृढीकरण जाल, आधार की घनत्व 9 धागे/सेमी, ऊर्ध्वाधर घनत्व 8 धागे/सेमी, सतही घनत्व 160-170 ग्राम/मी2",Material,General,मी²,45.7,45.7,45.7,45.7,1,INR,2467.06,53.9836,11,11,निर्माण कार्य,ईंट और ब्लॉक की संरचनाएं,"बुटोव पत्थर की संरचनाएँ, जलरोधकता और नींव के लिए आधार","साइड कोटिंग इंसुलेशन की दीवारों, नींवों के लिए सूखी मिश्रणों से।",8b9dc7001e0e
DXME-RIME-RIRI_PUTOLI,मोबाइल तेल शुद्धिकरण इकाइयाँ (सेंट्रीफ्यूज),Equipment,General,मशीन-च,210.31,210.31,210.31,210.31,1,INR,1329.19,6.32,11,11,उपकरणों की स्थापना,हाइड्रोइलेक्ट्रिक स्टेशनों और जल संसाधन संरचनाओं का उपकरण,जल ऊर्जा उपकरण,हाइड्रोलिक टरबाइन,8447eca27db9
RITO-SA-KAME-KAVO_KAKATORI,"स्टील की इलेक्ट्रिक वेल्डेड सीधी और सर्पिल वेल्डेड पाइप, ताकत का वर्ग K38, बाहरी व्यास 630 मिमी, दीवार की मोटाई 7 मिमी।",Material,General,म,8359.85,8359.85,8359.85,8359.85,1,INR,241222.65,28.8545,11,11,निर्माण कार्य,भूमि कार्य,"यांत्रिक खुदाई (एक्स्केवेटर, स्क्रैपर, बुलडोजर, ग्रेडर, हाइड्रोमैकेनाइजेशन विधि ",हाइड्रोमैकेनाइजेशन विधि द्वारा मिट्टी का विकास,b88ac866ad73
RITO-SA-KAME-KAVO_KAKARIPU,"स्टील की इलेक्ट्रिक वेल्डेड सीधी और सर्पिल वेल्डेड पाइप, ताकत का वर्ग K38, बाहरी व्यास 530 मिमी, दीवार की मोटाई 7 मिमी।",Material,General,म,6583.12,6583.12,6583.12,6583.12,1,INR,192999.16,29.3173,11,11,निर्माण कार्य,भूमि कार्य,"यांत्रिक खुदाई (एक्स्केवेटर, स्क्रैपर, बुलडोजर, ग्रेडर, हाइड्रोमैकेनाइजेशन विधि ",हाइड्रोमैकेनाइजेशन विधि द्वारा मिट्टी का विकास,60dfb852dd1a
RITO-TO-KATO-KARI_KAMELITO,"स्टील की बिना सीम वाली गर्म-फॉर्म की गई पाइपें, जिनका फास्क हटा दिया गया है, स्टील के प्रकार 10, 20, 35, बाहरी व्यास 325 मिमी, दीवार की मोटाई 8 मिमी",Material,General,म,6624.15,6624.15,6624.15,6624.15,1,INR,211575.34,31.94,11,11,निर्माण कार्य,आंतरिक पाइपलाइन,स्टील पाइपों से बने पाइपलाइन,हीटिंग और गैस सप्लाई के लिए स्टील की बिना जोड़ों वाली पाइपलाइन की स्थापना,a668ea0aca35
METO-RI-KAME-KASA,डोलोमाइट की सजावटी प्लेटें,Abstract Material,General,मी²,553.23,553.23,553.23,553.23,1,INR,54418.16,98.3636,11,11,निर्माण कार्य,फिनिशिंग कार्य,आवरण कार्य,आंतरिक सतहों का आवरण पत्तेदार सामग्रियों से,dcc11729bc00
DXME-RIME-RIRI_PUTOLI,बिजली: खपत 11.22 किलowatt·घंटा/मशीन-घंटा,Electricity,Electricity,मशीन-च,49.89,49.89,49.89,49.89,1,INR,315.29,6.32,11,11,उपकरणों की स्थापना,हाइड्रोइलेक्ट्रिक स्टेशनों और जल संसाधन संरचनाओं का उपकरण,जल ऊर्जा उपकरण,हाइड्रोलिक टरबाइन,d2591a323aad
RITO-VO-KAPU-KANE_KAKALIRI,"90° का मोड़, वक्रता की त्रिज्या R=1.5, दबाव 16 MPa तक, नामांकित व्यास 100 मिमी, बाहरी व्यास 108 मिमी, दीवार की मोटाई 4 मिमी।",Material,General,"sht का हिंदी में अनुवाद ""sht"" है।",496.2,496.2,496.2,496.2,1,INR,4077.9,8.2182,11,11,निर्माण कार्य,हीटिंग और गैस पाइपलाइन - बाहरी नेटवर्क,शहरों और बस्तियों के गैस पाइपलाइन,गैस पाइपलाइनों पर स्टील के क्रेन और वाल्व की स्थापना,3b39ecd9de98
KAME-LI-RIKA-KAVO_KAKALIRI,नायलॉन धागों से बने तीन-तंतु वाले रस्से,Material,General,ट,533537.1,533537.1,533537.1,533537.1,1,INR,453.51,0.0,11,11,निर्माण कार्य,ग्रामीण निर्माण में संरचनाएं,तापीय ग्रीनहाउस और सब्जी भंडारण,फिल्म ग्रीनहाउस,7b5231d17330
ME_MEKAKA_METO,कार्यकर्ता की श्रेणी 1,Labor,Labor,च,437.28,437.28,437.28,437.28,1,INR,53608.11,122.5936,11,11,निर्माण कार्य,भूमि कार्य,"अन्य प्रकार के खुदाई कार्य, तैयारी, सहायक और सुदृढीकरण कार्य",पौधों की कटाई और क्षेत्रों तथा मार्गों की सफाई से संबंधित तैयारी कार्य,e2fb50773cc4
RITO-SA-KARI-KARI_KAKALISA,"स्टील की इलेक्ट्रिक वेल्डेड सीधी सीम वाली पाइपें स्टील के प्रकार स्ट2, 10, बाहरी व्यास 159 मिमी, दीवार की मोटाई 5 मिमी।",Material,General,म,897.42,897.42,897.42,897.42,1,INR,84495.02,94.1536,11,11,निर्माण कार्य,हीटिंग और गैस पाइपलाइन - बाहरी नेटवर्क,शहरों और बस्तियों के गैस पाइपलाइन,गैस पाइपलाइनों पर स्टील के क्रेन और वाल्व की स्थापना,4124b7a9fd2d
KAPU-RI-KARI-KAME_KAMEVOPU,गर्म लिटेड एश्फाल्ट-बिटुमिन मिश्रण LA11 NN na PBV,Material,General,ट,10734.94,10734.94,10734.94,10734.94,1,INR,1038.36,0.0982,11,11,निर्माण कार्य,हवाई अड्डे,हवाई अड्डे,"निरीक्षण, वर्षा जल संग्रहण और तलवे के कुएँ",cf497dd8be2b
DXME-MERI-KALI_KARIME,सेयाल्की प्रीसेपने,Equipment,General,मशीन-च,251.92,251.92,251.92,251.92,1,INR,199.24,0.7909,11,11,निर्माण कार्य,हवाई अड्डे,हवाई अड्डे,"तैयारी, भूमि और कृषि तकनीकी कार्य",417d30fbf1f3
MEME-ME-KARI-KARI_KAKAKATO,"लकड़ी, कटाई की गई 2 समूह (पाइन, अल्डर), लंबाई 1 मीटर तक",Material,General,घन मीटर,2731.59,2731.59,2731.59,2731.59,1,INR,374.97,0.2143,11,11,निर्माण कार्य,भूमि कार्य,"अन्य प्रकार के खुदाई कार्य, तैयारी, सहायक और सुदृढीकरण कार्य",भूमि संरचनाओं के ढलानों को मजबूत करना,c943090c2b84
DXME-KALI-MEME_KAMESA,बिजली: खपत 4.95 किमी·घंटा/मशीन-घंटा,Electricity,Electricity,मशीन-च,22.0,22.0,22.0,22.0,1,INR,1422.32,64.6364,11,11,निर्माण कार्य,ठोस और प्री-कास्ट कंक्रीट संरचनाएं,परमाणु विद्युत संयंत्रों की संरचनाएँ,एटमी ऊर्जा संयंत्रों की इमारतों और संरचनाओं की दीवारों की संरचना जिसमें वीवीईआर ,ae943a9cc5ae
DXME-KALI-MEME_KAMESA,"हाइड्रोलिक सेल्फ-राइजिंग कंक्रीट वितरण भुजाएँ, भुजा की लंबाई 32 मी",Equipment,General,मशीन-च,967.47,967.47,967.47,967.47,1,INR,62533.63,64.6364,11,11,निर्माण कार्य,ठोस और प्री-कास्ट कंक्रीट संरचनाएं,परमाणु विद्युत संयंत्रों की संरचनाएँ,एटमी ऊर्जा संयंत्रों की इमारतों और संरचनाओं की दीवारों की संरचना जिसमें वीवीईआर ,8f46cc09fef7
KAME-LI-MEME-KANE_KAKAKAPU,फ्लक्स AN-348-A,Material,General,किलोग्राम,119.0,119.0,119.0,119.0,1,INR,493.59,4.1482,11,11,निर्माण कार्य,निर्माण धातु संरचनाएं,संरचनाएँ,"रिजर्वॉयर, गैसगोल्डर",ba9e554348a9
KAME-LI-MESA-KASA,"गायका कुपोलोआबरसना स्टालना स थर्मोडिफ्यूजनन जिंकन कवरिंग, अंकरन स्टीरजना क लिए, क्लास प्रचुरता 8,8",Abstract Material,General,"sht का हिंदी में अनुवाद ""sht"" है।",106611.68,639.22,146351.35,146351.35,2,INR,30043.46,47.0,11,11,निर्माण कार्य,भूमि कार्य,"अन्य प्रकार के खुदाई कार्य, तैयारी, सहायक और सुदृढीकरण कार्य",स्थायी रूप से जमी हुई और चट्टानी मिट्टी का विकास,ab9eb9b117b2
KAME-NE-KAPU-KASA,पीवीसी (हार्पून) के किनारे के साथ स्ट्रेच सीलिंग का कपड़ा,Abstract Material,General,मी²,66.77,21.38,187.82,21.38,2,INR,0.0,0.0,11,3,निर्माण कार्य,फिनिशिंग कार्य,आवरण कार्य,आंतरिक सतहों का आवरण पत्तेदार सामग्रियों से,fedc15234ac8
KARI-TO-KAME-KAVO_KAKAKAME,कंक्रीट क्रीमजिट रेत एम 600,Material,General,घन मीटर,1174.01,1174.01,1174.01,1174.01,1,INR,68146.09,58.0455,11,11,निर्माण कार्य,ठोस और प्री-कास्ट कंक्रीट संरचनाएं,बेटन और rastvरों की तैयारी पोस्टरोचनी परिस्थितियों में,हल्के कंक्रीट का निर्माण,a76396da5c2e
DXME-KALI-KANE_KAMELI,"साइटो-हाइड्रोसाइक्लोन separators बोरिंग तरल को साफ करने के लिए 10 मी³ की क्षमता वाले टैंक के साथ, बोरिंग तरल के लिए प्रवाह क्षमता 65 लीटर/सेकंड तक।",Equipment,General,मशीन-च,439.58,439.58,439.58,439.58,1,INR,14333.56,32.6073,11,11,निर्माण कार्य,कुएं,कुएं की खुदाई,अन्य प्रकार की ड्रिलिंग,1437f8074ec5
DXME-KALI-KANE_KAMELI,बिजली: खपत 1.52 किमी·घंटा/मशीन-घंटा,Electricity,Electricity,मशीन-च,6.75,6.75,6.75,6.75,1,INR,220.1,32.6073,11,11,निर्माण कार्य,कुएं,कुएं की खुदाई,अन्य प्रकार की ड्रिलिंग,340b827b42de
KAVO-ME-KARI-MELI_KAKATOTO,"बिना कोटिंग वाली स्टील की बुनाई वाली जाली, वर्गाकार जालों के साथ, तार का व्यास 1.6 मिमी, जाल का आकार 20x20 मिमी",Material,General,मी²,152.25,152.25,152.25,152.25,1,INR,1318.77,8.6618,11,11,निर्माण कार्य,सुरंगें और मेट्रो,बंद कार्य करने का तरीका,ढलान और ऊर्ध्वाधर खनन का निर्माण,033561f506fa
DXME-KALI-KANE_KAMESA,बिजली: खपत 2.51 किलowatt·घंटा/मशीन-घंटा,Electricity,Electricity,मशीन-च,11.15,11.15,11.15,11.15,1,INR,363.6,32.6073,11,11,निर्माण कार्य,कुएं,कुएं की खुदाई,अन्य प्रकार की ड्रिलिंग,f22b7bce7efd
KAME-LI-MEDX-MEME_MEKAKAKA,मध्यम घनत्व वाले पॉलीएथिलीन से बनी ग्राउंड स्ट्रैंड एंकर के लिए इंजेक्शन ट्यूब,Material,General,म,84.09,84.09,84.09,84.09,1,INR,4069.97,48.4,10,10,निर्माण कार्य,"पाइल कार्य, गहरे कुएं, मिट्टी को स्थिर करना",मिट्टियों का स्थिरीकरण,"खुदाई के दौरान ग्राउंड चार-तंतु एंकरों के साथ दीवारों का निर्माण, तनाव की क्षमता",5b5cc7669415
MEVO-RI-KADX-KAPU,जिरौलवितर,Abstract Material,General,सम्पूर्ण,1046919.45,1046919.45,1046919.45,1046919.45,1,INR,1046919.45,1.0,10,10,निर्माण कार्य,सीवेज - बाहरी नेटवर्क,अन्य कार्य,सीवेज संरचनाओं के तत्व,4ff1dc8f97cd
MERI-RI-KATO-MEME,कांच का कपड़ा,Abstract Material,General,1000 वर्ग मीटर,236.62,138.31,278.76,278.76,2,INR,12525.5,90.53,10,10,निर्माण कार्य,फर्श,फर्श,जलरोधक उपकरण,5fa71b564575
RIKA-ME-KAME-KAME,एंकर क्लैंप,Abstract Material,General,100 पीस,2193.64,697.03,4438.56,697.03,2,INR,88.77,0.02,10,10,निर्माण कार्य,विद्युत संचरण लाइनें,0.38-35 किवी की विद्युत संचरण लाइनें और ट्रांसफार्मर सबस्टेशन,वायु विद्युत् संचरण लाइनें 0.38-35 किवी के वोल्टेज पर,e871fa627140
KATO-ME-KARI-KARI,चूना,Abstract Material,General,ट,12077.12,12077.12,12077.12,12077.12,1,INR,17300.47,1.4325,10,10,निर्माण कार्य,सड़कें,आधार और आवरण का निर्माण,नरम सड़क कपड़े,8afb15f9a0d0
RISA-RI-KAME-MEME_KAKAKAME,केएस-007 के लिए पिस्टल के लिए फोर्क कोश,Material,General,"sht का हिंदी में अनुवाद ""sht"" है।",884.23,884.23,884.23,884.23,1,INR,6665.31,7.538,10,10,उपकरणों की स्थापना,"रेल परिवहन पर सिग्नलिंग, केंद्रीकरण, लॉकिंग और संपर्क नेटवर्क का उपकरण",रेलवे परिवहन पर संपर्क नेटवर्क,संपर्क निलंबन का मोंटाज,5ef284ef2b11
RISA-RI-KAME-KANE_MEKAMETO,"ब्रोन्ज़ क्लिप जो सस्पेंशन केबल और एंगल स्ट्रिंग को सपोर्टिंग केबल से जोड़ने के लिए है, आकार 64x30 मिमी।",Material,General,"sht का हिंदी में अनुवाद ""sht"" है।",833.75,833.75,833.75,833.75,1,INR,30915.53,37.08,10,10,उपकरणों की स्थापना,"रेल परिवहन पर सिग्नलिंग, केंद्रीकरण, लॉकिंग और संपर्क नेटवर्क का उपकरण",रेलवे परिवहन पर मौजूदा संपर्क नेटवर्क के पुनर्निर्माण और पूंजी मरम्मत के कार्य,मौजूदा संपर्क नेटवर्क के पुनर्निर्माण और पूंजी मरम्मत के कार्य ट्रेन की गति 160 ,374441c7db03
MEDX-TO-KAME-KADX,पुनरावृत्ति वाल्व,Abstract Material,General,"sht का हिंदी में अनुवाद ""sht"" है।",7413.77,7413.77,7413.77,7413.77,1,INR,7413.77,1.0,10,10,निर्माण कार्य,वेंटिलेशन और एयर कंडीशनिंग,धातु के वायु नलिकाएँ,40 मीटर गहरे खदान संरचनाओं में संक्षारण प्रतिरोधी स्टील से वायु नलिकाओं की स्थाप,8abce3e06364
